dept,course,semester,desc,section,code,openseats,enroll,prilimit,seclimit,comments,special,credits,hours,division,teacher1,teacher2,teacher3,teacher4,teacher5,teacher6,time1,time2,time3,time4,time5,time6,sortday,sortday2,sorttime,sortampm,room1,room2,room3,room4,room5,room6
"ACCT","102","2010 (4) Fall","Int Th & Pr 2","8T4RA","2928","6","34","40","45","","","3","4","","David, Amy","","","","","","T,TH  8:15-10:05 AM","","","","","","3","5","8:15-10:05","AM","FH/013","","","","","","34",
"ACCT","102","2010 (4) Fall","Int Th & Pr 2","AT4RA","2930","3","37","40","45","","","3","4","","David, Amy","","","","","","T,TH 10:15-12:05 PM","","","","","","3","5","10:15-12:05","PM","FH/013","","","","","","37",
"ACCT","102","2010 (4) Fall","Int Th & Pr 2","8W4FA","2919","34","6","40","45","","","3","4","","Gruza, Marvin","","","","","","W,F  8:15-10:05 AM","","","","","","4","6","8:15-10:05","AM","FH/013","","","","","","6",
"ACCT","102","2010 (4) Fall","Int Th & Pr 2","AW4FA","2921","27","13","40","45","","","3","4","","Gruza, Marvin","","","","","","W,F 10:15-12:05 PM","","","","","","4","6","10:15-12:05","PM","FH/013","","","","","","13",
"ACCT","201","2010 (4) Fall","Inter Acct 1","E4MPA","2947","6","34","40","55","","","4","4","","Staff, ","","","","","","M,W  4:30-6:20 PM","","","","","","2","4","4:30-6:20","PM","PH/112","","","","","","34",
"ACCT","201","2010 (4) Fall","Inter Acct 1","E8QMA","3149","10","40","50","70","","","4","4","","Lahijani, Richard","","","","","","M,W  8:10-9:50 PM","","","","","","2","4","8:10-9:50","PM","PH/130","","","","","","40",
"ACCT","201","2010 (4) Fall","Inter Acct 1","8M4WA","2941","5","45","50","55","","","4","4","","Hornung, David","","","","","","M,W  8:15-10:05 AM","","","","","","2","4","8:15-10:05","AM","PH/110","","","","","","45",
"ACCT","201","2010 (4) Fall","Inter Acct 1","8U4A","3151","5","45","50","50","","","4","4","","Vasquez, Geraldo","","","","","","SU  8:00-12:00 PM","","","","","","0","0","8:00-12:00","PM","PH/108","","","","","","45",
"ACCT","201","2010 (4) Fall","Inter Acct 1","1T4RA","2949","1","54","55","55","","","4","4","","Levine, Marc","","","","","","T,TH  1:40-3:30 PM","","","","","","3","5","1:40-3:30","PM","PH/110","","","","","","54",
"ACCT","201","2010 (4) Fall","Inter Acct 1","E4QTA","2951","7","47","54","55","","","4","4","","Levine, Marc","","","","","","T,TH  4:00-5:40 PM","","","","","","3","5","4:00-5:40","PM","PH/110","","","","","","47",
"ACCT","201","2010 (4) Fall","Inter Acct 1","E6QTA","3150","0","40","40","45","","","4","4","","Nussbaum, Stephen","","","","","","T,TH  6:15-7:55 PM","","","","","","3","5","6:15-7:55","PM","FH/012","","","","","","40",
"ACCT","202","2010 (4) Fall","Inter Acct 2","1M3WA","2955","3","52","55","55","","","2","3","","Hornung, David","","","","","","M,W  1:40-2:55 PM","","","","","","2","4","1:40-2:55","PM","PH/110","","","","","","52",
"ACCT","202","2010 (4) Fall","Inter Acct 2","E6MBA","3152","3","37","40","45","","","2","3","","Leonardi, Joseph","","","","","","M,W  6:30-7:45 PM","","","","","","2","4","6:30-7:45","PM","FH/012","","","","","","37",
"ACCT","202","2010 (4) Fall","Inter Acct 2","E8QWA","3153","0","45","45","55","","","2","3","","Kumar, Vijay","","","","","","M,W  8:10-9:25 PM","","","","","","2","4","8:10-9:25","PM","PH/112","","","","","","45",
"ACCT","202","2010 (4) Fall","Inter Acct 2","AM3WA","2952","2","53","55","55","","","2","3","","Hornung, David","","","","","","M,W 10:50-12:05 PM","","","","","","2","4","10:50-12:05","PM","PH/110","","","","","","53",
"ACCT","202","2010 (4) Fall","Inter Acct 2","1U3A","3154","8","37","45","55","","","2","3","","Cohen, Michael","","","","","","SU  1:00-4:00 PM","","","","","","0","0","1:00-4:00","PM","PH/112","","","","","","37",
"ACCT","202","2010 (4) Fall","Inter Acct 2","9T3RA","2958","0","33","30","35","","","2","3","","Weiss, Renee","","","","","","T,TH  9:25-10:40 AM","","","","","","3","5","9:25-10:40","AM","RO/240","","","","","","33",
"ACCT","202","2010 (4) Fall","Inter Acct 2","AT3RA","2961","0","34","30","0","","","2","3","","Weiss, Renee","","","","","","T,TH 10:50-12:05 PM","","","","","","3","5","10:50-12:05","PM","RO/240","","","","","","34",
"ACCT","261","2010 (4) Fall","Business Law I","E6F3A","3292","4","41","45","55","","","3","3","","Seymore, Javier","","","","","","F  6:30-9:30 PM","","","","","","6","0","6:30-9:30","PM","PH/112","","","","","","41",
"ACCT","261","2010 (4) Fall","Business Law I","1M3WA","3040","0","50","50","55","","","3","3","","Leibowicz, Barry","","","","","","M,W  1:40-2:55 PM","","","","","","2","4","1:40-2:55","PM","PH/112","","","","","","50",
"ACCT","261","2010 (4) Fall","Business Law I","3M3WA","3042","3","47","50","55","","","3","3","","Leibowicz, Barry","","","","","","M,W  3:05-4:20 PM","","","","","","2","4","3:05-4:20","PM","PH/112","","","","","","47",
"ACCT","261","2010 (4) Fall","Business Law I","E6MBA","3290","2","38","40","45","","","3","3","","Kirschner, David","","","","","","M,W  6:30-7:45 PM","","","","","","2","4","6:30-7:45","PM","RZ/174","","","","","","38",
"ACCT","261","2010 (4) Fall","Business Law I","9U3A","3294","2","43","45","45","","","3","3","","Stein, Randy","","","","","","SU  9:00-12:00 PM","","","","","","0","0","9:00-12:00","PM","PH/154","","","","","","43",
"ACCT","261","2010 (4) Fall","Business Law I","3T3RA","3045","3","47","50","55","","","3","3","","Milich, Marvin","","","","","","T,TH  3:05-4:20 PM","","","","","","3","5","3:05-4:20","PM","PH/112","","","","","","47",
"ACCT","261","2010 (4) Fall","Business Law I","8W3FA","3044","6","34","40","45","","","3","3","","Mintz, Seymour","","","","","","W,F  8:00-9:15 AM","","","","","","4","6","8:00-9:15","AM","FH/012","","","","","","34",
"ACCT","305","2010 (4) Fall","Cost Accounting","3M3WA","2962","5","40","45","55","","","2","3","","Staff, ","","","","","","M,W  3:05-4:20 PM","","","","","","2","4","3:05-4:20","PM","PH/110","","","","","","40",
"ACCT","305","2010 (4) Fall","Cost Accounting","E6MBA","3155","14","31","45","70","","","2","3","","Mazzo, Mark","","","","","","M,W  6:30-7:45 PM","","","","","","2","4","6:30-7:45","PM","PH/130","","","","","","31",
"ACCT","305","2010 (4) Fall","Cost Accounting","9U3A","3157","6","29","35","40","A MAJORITY OF THE CLASS MEETINGS WILL BE ONLINE.","","2","3","","Qureshi, Anique","","","","","","SU  9:00-12:00 PM","","","","","","0","0","9:00-12:00","PM","PH/LAB","","","","","","29",
"ACCT","305","2010 (4) Fall","Cost Accounting","3T3RA","2966","2","38","40","45","","","2","3","","Milo, Michael","","","","","","T,TH  3:05-4:20 PM","","","","","","3","5","3:05-4:20","PM","RZ/174","","","","","","38",
"ACCT","305","2010 (4) Fall","Cost Accounting","8T3RA","2965","0","40","40","45","","","2","3","","Milo, Michael","","","","","","T,TH  8:00-9:15 AM","","","","","","3","5","8:00-9:15","AM","RZ/174","","","","","","40",
"ACCT","305","2010 (4) Fall","Cost Accounting","E8QRA","3156","0","46","45","55","","","2","3","","Nussbaum, Stephen","","","","","","T,TH  8:10-9:25 PM","","","","","","3","5","8:10-9:25","PM","PH/110","","","","","","46",
"ACCT","305","2010 (4) Fall","Cost Accounting","CT3RA","2963","2","58","60","70","","","2","3","","Milo, Michael","","","","","","T,TH 12:15-1:30 PM","","","","","","3","5","12:15-1:30","AM","PH/130","","","","","","58",
"ACCT","306","2010 (4) Fall","Tech In Plan & Cntrl","2M4WA","2967","0","46","46","46","","","3","4","","Stevens, Michael","","","","","","M,W  2:00-3:40 PM","","","","","","2","4","2:00-3:40","PM","FH/012","","","","","","46",
"ACCT","306","2010 (4) Fall","Tech In Plan & Cntrl","E4QMA","2971","2","43","45","0","","","3","4","","Stevens, Michael","","","","","","M,W  4:00-5:40 PM","","","","","","2","4","4:00-5:40","PM","FH/012","","","","","","43",
"ACCT","306","2010 (4) Fall","Tech In Plan & Cntrl","E8QMA","3158","11","29","40","45","","","3","4","","Mazzo, Mark","","","","","","M,W  8:10-9:50 PM","","","","","","2","4","8:10-9:50","PM","FH/012","","","","","","29",
"ACCT","306","2010 (4) Fall","Tech In Plan & Cntrl","1U4A","3159","0","39","35","40","A MAJORITY OF THE CLASS MEETINGS WILL BE ONLINE.","","3","4","","Qureshi, Anique","","","","","","SU  1:00-5:00 PM","","","","","","0","0","1:00-5:00","PM","PH/LAB","","","","","","39",
"ACCT","306","2010 (4) Fall","Tech In Plan & Cntrl","8T4RA","2979","2","52","54","70","","","3","4","","Adelberg, Arthur","","","","","","T,TH  8:15-10:05 AM","","","","","","3","5","8:15-10:05","AM","PH/130","","","","","","52",
"ACCT","306","2010 (4) Fall","Tech In Plan & Cntrl","AT4RA","2981","0","54","54","70","","","3","4","","Adelberg, Arthur","","","","","","T,TH 10:15-12:05 PM","","","","","","3","5","10:15-12:05","PM","PH/130","","","","","","54",
"ACCT","311","2010 (4) Fall","Advanced Accounting","AM4WA","2995","1","29","30","30","","","3","4","","Simon, Abraham","","","","","","M,W 10:15-12:05 PM","","","","","","2","4","10:15-12:05","PM","PH/212","","","","","","29",
"ACCT","311","2010 (4) Fall","Advanced Accounting","1U4A","3161","2","43","45","55","","","3","4","","Balkaran, Dianand","","","","","","SU  1:00-5:00 PM","","","","","","0","0","1:00-5:00","PM","PH/110","","","","","","43",
"ACCT","311","2010 (4) Fall","Advanced Accounting","1T4RA","3018","0","43","42","45","","","3","4","","David, Amy","","","","","","T,TH  1:40-3:30 PM","","","","","","3","5","1:40-3:30","PM","FH/013","","","","","","43",
"ACCT","311","2010 (4) Fall","Advanced Accounting","E6QTA","3160","1","39","40","45","","","3","4","","Juva, John","","","","","","T,TH  6:15-7:55 PM","","","","","","3","5","6:15-7:55","PM","FH/013","","","","","","39",
"ACCT","311","2010 (4) Fall","Advanced Accounting","8T4RA","3006","1","54","55","55","","","3","4","","Satenstein, Jeffrey","","","","","","T,TH  8:15-10:05 AM","","","","","","3","5","8:15-10:05","AM","PH/110","","","","","","54",
"ACCT","311","2010 (4) Fall","Advanced Accounting","AT4RA","3011","0","51","50","55","","","3","4","","Satenstein, Jeffrey","","","","","","T,TH 10:15-12:05 PM","","","","","","3","5","10:15-12:05","PM","PH/110","","","","","","51",
"ACCT","321","2010 (4) Fall","Auditing 1","AM4WA","3020","0","55","55","70","","","3","4","","Dauber, Nicky","","","","","","M,W 10:15-12:05 PM","","","","","","2","4","10:15-12:05","PM","PH/130","","","","","","55",
"ACCT","321","2010 (4) Fall","Auditing 1","8U4A","3163","0","47","45","55","","","3","4","","Kumar, Vijay","","","","","","SU  8:00-12:00 PM","","","","","","0","0","8:00-12:00","PM","PH/110","","","","","","47",
"ACCT","321","2010 (4) Fall","Auditing 1","2T4RA","3026","22","18","40","45","","","3","4","","Hitzig, Neal","","","","","","T,TH  2:40-4:30 PM","","","","","","3","5","2:40-4:30","PM","FH/012","","","","","","18",
"ACCT","321","2010 (4) Fall","Auditing 1","E8QTA","3162","11","34","45","55","","","3","4","","Fitzsimons, Sean","","","","","","T,TH  8:10-9:50 PM","","","","","","3","5","8:10-9:50","PM","PH/112","","","","","","34",
"ACCT","321","2010 (4) Fall","Auditing 1","8T4RA","3023","12","38","50","55","","","3","4","","Solieri, Steven","","","","","","T,TH  8:15-10:05 AM","","","","","","3","5","8:15-10:05","AM","PH/112","","","","","","38",
"ACCT","322","2010 (4) Fall","Auditing 2","8F3A","3038","16","34","50","55","","","2","3","","Dignam, Arthur","","","","","","F  8:00-10:50 AM","","","","","","6","0","8:00-10:50","AM","PH/112","","","","","","34",
"ACCT","322","2010 (4) Fall","Auditing 2","1M3WA","3028","11","39","50","55","","","2","3","","Dauber, Nicky","","","","","","M,W  1:40-2:55 PM","","","","","","2","4","1:40-2:55","PM","PH/116","","","","","","39",
"ACCT","322","2010 (4) Fall","Auditing 2","1U3A","3166","15","30","45","70","","","2","3","","Ruthizer, Scott","","","","","","SU  1:00-4:00 PM","","","","","","0","0","1:00-4:00","PM","PH/130","","","","","","30",
"ACCT","322","2010 (4) Fall","Auditing 2","E6TBA","3165","32","13","45","55","","","2","3","","Fitzsimons, Sean","","","","","","T,TH  6:30-7:45 PM","","","","","","3","5","6:30-7:45","PM","PH/112","","","","","","13",
"ACCT","322","2010 (4) Fall","Auditing 2","AT3RA","3036","1","29","30","0","","","2","3","","Solieri, Steven","","","","","","T,TH 10:50-12:05 PM","","","","","","3","5","10:50-12:05","PM","PH/DOME","","","","","","29",
"ACCT","322","2010 (4) Fall","Auditing 2","E6W3A","3164","0","40","40","45","","","2","3","","Dignam, Arthur","","","","","","W  6:30-9:20 PM","","","","","","4","0","6:30-9:20","PM","PH/113","","","","","","40",
"ACCT","341","2010 (4) Fall","Acct Info Syst","1S3A","3167","1","44","45","55","A MAJORITY OF THE CLASS MEETINGS WILL BE ONLINE.","","3","3","","Qureshi, Anique","","","","","","S  1:00-4:00 PM","","","","","","7","0","1:00-4:00","PM","PH/110","","","","","","44",
"ACCT","343","2010 (4) Fall","Microcomp App Acc","9S3A","3168","14","21","35","40","","","3","3","","Qureshi, Anique","","","","","","S  9:00-12:00 PM","","","","","","7","0","9:00-12:00","PM","PH/LAB","","","","","","21",
"ACCT","350","2010 (4) Fall","Fin St Analysis","1T3RA","3039","0","40","40","70","","","3","3","","Satenstein, Jeffrey","","","","","","T,TH  1:40-2:55 PM","","","","","","3","5","1:40-2:55","PM","PH/130","","","","","","40",
"ACCT","350","2010 (4) Fall","Fin St Analysis","E6TBA","3169","4","36","40","45","","","3","3","","Satenstein, Jeffrey","","","","","","T,TH  6:30-7:45 PM","","","","","","3","5","6:30-7:45","PM","HH/17","","","","","","36",
"ACCT","362","2010 (4) Fall","Business Law 2","9S3A","3298","6","39","45","70","","","3","3","","Katz, Jeffrey","","","","","","S  9:00-12:00 PM","","","","","","7","0","9:00-12:00","PM","PH/130","","","","","","39",
"ACCT","362","2010 (4) Fall","Business Law 2","E6TBA","3296","9","36","45","70","","","3","3","","Ryesky, Kenneth","","","","","","T,TH  6:30-7:45 PM","","","","","","3","5","6:30-7:45","PM","PH/130","","","","","","36",
"ACCT","362W","2010 (4) Fall","Business Law 2","E6MBA","3295","0","25","25","26","","","3","3","","White, Matthew","","","","","","M,W  6:30-7:45 PM","","","","","","2","4","6:30-7:45","PM","FH/013","","","","","","25",
"ACCT","362W","2010 (4) Fall","Business Law 2","1S3A","3299","2","23","25","26","","","3","3","","Seymore, Javier","","","","","","S  1:00-4:00 PM","","","","","","7","0","1:00-4:00","PM","PH/130","","","","","","23",
"ACCT","362W","2010 (4) Fall","Business Law 2","9U3A","3301","3","22","25","25","","","3","3","","Kirschner, David","","","","","","SU  9:00-12:00 PM","","","","","","0","0","9:00-12:00","PM","PH/115","","","","","","22",
"ACCT","362W","2010 (4) Fall","Business Law 2","3T3RA","3055","2","23","25","26","","","3","3","","Ryesky, Kenneth","","","","","","T,TH  3:05-4:20 PM","","","","","","3","5","3:05-4:20","PM","RA/219","","","","","","23",
"ACCT","362W","2010 (4) Fall","Business Law 2","E4TPA","3058","0","25","25","0","","","3","3","","Ryesky, Kenneth","","","","","","T,TH  4:30-5:45 PM","","","","","","3","5","4:30-5:45","PM","RA/219","","","","","","25",
"ACCT","362W","2010 (4) Fall","Business Law 2","E8QRA","3297","1","25","26","26","","","3","3","","Elan, Kenneth","","","","","","T,TH  8:10-9:25 PM","","","","","","3","5","8:10-9:25","PM","PH/130","","","","","","25",
"ACCT","362W","2010 (4) Fall","Business Law 2","8W3FA","3050","0","25","25","25","","","3","3","","Davidovits, Murray","","","","","","W  8:00-9:15 AM","F  8:00-9:15 AM","","","","","4","0","8:00-9:15","AM","RZ/174","PH/110","","","","","25",
"ACCT","362W","2010 (4) Fall","Business Law 2","AW3FB","3051","1","24","25","25","","","3","3","","Davidovits, Murray","","","","","","W 10:50-12:05 PM","F 10:50-12:05 PM","","","","","4","0","10:50-12:05","PM","RZ/174","PH/110","","","","","24",
"ACCT","362W","2010 (4) Fall","Business Law 2","9W3FA","3052","0","25","25","0","","","3","3","","Mintz, Seymour","","","","","","W,F  9:25-10:40 AM","","","","","","4","6","9:25-10:40","AM","FH/012","","","","","","25",
"ACCT","362W","2010 (4) Fall","Business Law 2","AW3FA","3053","3","22","25","0","","","3","3","","Mintz, Seymour","","","","","","W,F 10:50-12:05 PM","","","","","","4","6","10:50-12:05","PM","FH/012","","","","","","22",
"ACCT","363","2010 (4) Fall","Business Law 3","E6MBA","3302","16","29","45","55","","","3","3","","Elan, Robert","","","","","","M,W  6:30-7:45 PM","","","","","","2","4","6:30-7:45","PM","PH/112","","","","","","29",
"ACCT","363","2010 (4) Fall","Business Law 3","9U3A","3303","11","34","45","50","","","3","3","","Linn, David","","","","","","SU  9:00-12:00 PM","","","","","","0","0","9:00-12:00","PM","PH/157","","","","","","34",
"ACCT","363","2010 (4) Fall","Business Law 3","E4TBA","3061","24","21","45","55","","","3","3","","Milich, Marvin","","","","","","T,TH  4:30-5:45 PM","","","","","","3","5","4:30-5:45","PM","PH/112","","","","","","21",
"ACCT","363","2010 (4) Fall","Business Law 3","9W3FA","3060","13","32","45","45","","","3","3","","Davidovits, Murray","","","","","","W  9:25-10:40 AM","F  9:25-10:40 AM","","","","","4","0","9:25-10:40","AM","RZ/174","PH/110","","","","","32",
"ACCT","367","2010 (4) Fall","Fed & Ny St Tax","E6QMA","3306","3","37","40","45","","","4","4","","Abbondandolo, Vito","","","","","","M  6:15-7:55 PM","W  6:20-8:00 PM","","","","","2","0","6:15-7:55","PM","SB/B141","SB/B145","","","","","37",
"ACCT","367","2010 (4) Fall","Fed & Ny St Tax","AM4WA","3062","15","35","50","55","","","4","4","","Leibowicz, Barry","","","","","","M 10:15-12:05 PM","W 10:15-12:05 PM","","","","","2","0","10:15-12:05","PM","PH/112","SB/B141","","","","","35",
"ACCT","367","2010 (4) Fall","Fed & Ny St Tax","8S4A","3308","0","46","45","55","","","4","4","","Ruthizer, Scott","","","","","","S  8:00-12:00 PM","","","","","","7","0","8:00-12:00","PM","PH/112","","","","","","46",
"ACCT","367","2010 (4) Fall","Fed & Ny St Tax","8U4A","3314","26","19","45","50","","","4","4","","Lahijani, Richard","","","","","","SU  8:00-12:00 PM","","","","","","0","0","8:00-12:00","PM","PH/116","","","","","","19",
"ACCT","367","2010 (4) Fall","Fed & Ny St Tax","E4TPA","3065","2","38","40","45","","","4","4","","Barone, Ernest","","","","","","T,TH  4:30-6:20 PM","","","","","","3","5","4:30-6:20","PM","FH/012","","","","","","38",
"ACCT","367","2010 (4) Fall","Fed & Ny St Tax","ZA","3305","5","40","45","55","","","4","4","","Barone, Ernest","","","","","","T,TH  6:25-8:05 PM","","","","","","3","5","6:25-8:05","PM","PH/110","","","","","","40",
"ACCT","367","2010 (4) Fall","Fed & Ny St Tax","AT4RA","3064","4","36","40","55","","","4","4","","Blumenfrucht, Israel","","","","","","T,TH 10:15-12:05 PM","","","","","","3","5","10:15-12:05","PM","PH/112","","","","","","36",
"ACCT","367","2010 (4) Fall","Fed & Ny St Tax","CT4RA","3063","1","39","40","45","","","4","4","","Abbondandolo, Vito","","","","","","T,TH 12:40-2:30 PM","","","","","","3","5","12:40-2:30","AM","FH/012","","","","","","39",
"ACCT","372","2010 (4) Fall","Gov & Inst Acct","ZA","3068","3","27","30","30","","","3","3","","Simon, Abraham","","","","","","M  5:15-7:45 PM","","","","","","2","0","5:15-7:45","PM","PH/212","","","","","","27",
"ACCT","372","2010 (4) Fall","Gov & Inst Acct","1M3WA","3067","0","30","30","0","","","3","3","","Simon, Abraham","","","","","","M,W  1:40-2:55 PM","","","","","","2","4","1:40-2:55","PM","PH/212","","","","","","30",
"ACCT","372","2010 (4) Fall","Gov & Inst Acct","1S3A","3317","19","26","45","50","","","3","3","","Cohen, Michael","","","","","","S  1:00-4:00 PM","","","","","","7","0","1:00-4:00","PM","PH/108","","","","","","26",
"ACCT","372","2010 (4) Fall","Gov & Inst Acct","9U3A","3318","0","46","45","70","A MAJORITY OF THE CLASS MEETINGS WILL BE ONLINE.","","3","3","","Balkaran, Dianand","","","","","","SU  9:00-12:00 PM","","","","","","0","0","9:00-12:00","PM","PH/130","","","","","","46",
"ACCT","372","2010 (4) Fall","Gov & Inst Acct","ZB","3070","5","45","50","70","","","3","3","","Walker, John","","","","","","T  3:00-5:30 PM","","","","","","3","0","3:00-5:30","PM","PH/130","","","","","","45",
"ACCT","372","2010 (4) Fall","Gov & Inst Acct","1T3RA","3071","17","33","50","50","","","3","3","","Cohen, Michael","","","","","","T,TH  1:40-2:55 PM","","","","","","3","5","1:40-2:55","PM","PH/112","","","","","","33",
"ACCT","372","2010 (4) Fall","Gov & Inst Acct","E6R3A","3764","0","40","40","45","","","3","3","","Vasquez, Geraldo","","","","","","TH  6:30-9:20 PM","","","","","","5","0","6:30-9:20","PM","RZ/347","","","","","","40",
"ACCT","3913","2010 (4) Fall","Special Problems","ZA","3976","0","1","0","1","","","3","3","","Leibowicz, Barry","","","","","","TBA ","","","","","","0","0","","","/","","","","","","1",
"ACCT","393W","2010 (4) Fall","Sem In Accounting","ZA","3073","0","6","0","10","","","3","3","","Davidovits, Murray","","","","","","TBA ","","","","","","0","0","","","/","","","","","","6",
"ACCT","398","2010 (4) Fall","Internship","ZA","3074","0","1","0","10","","","3","3","",", ","","","","","","TBA ","","","","","","0","0","","","/","","","","","","1",
"ACCT","707","2010 (4) Fall","Issues In Mgmt Acct","1U3A","3319","0","23","0","30","","","3","3","","Wheatman, Barry","","","","","","SU  1:00-4:00 PM","","","","","","0","0","1:00-4:00","PM","PH/302","","","","","","23",
"ACCT","712","2010 (4) Fall","Adv Fin Acct Theory","E6T3A","3321","0","18","0","25","","","3","3","","Hitzig, Neal","","","","","","T  6:30-9:20 PM","","","","","","3","0","6:30-9:20","PM","PH/347","","","","","","18",
